"","Author","species","life_stage"
"5643","Montgomery","daphnia","pulex"
"5644","Montgomery","daphnia","pulex"
"5645","Montgomery","daphnia","pulex"
"5646","Montgomery","daphnia","pulex"
"5647","Montgomery","daphnia","pulex"
"5648","Montgomery","daphnia","pulex"
"5649","Montgomery","daphnia","pulex"
"5650","Montgomery","daphnia","pulex"
"5651","Montgomery","daphnia","pulex"
"5652","Montgomery","daphnia","pulex"
"5653","Montgomery","daphnia","pulex"
"5654","Montgomery","daphnia","pulex"
"5655","Montgomery","daphnia","pulex"
"5656","Montgomery","daphnia","pulex"
"5657","Montgomery","daphnia","pulex"
"5658","Montgomery","daphnia","pulex"
"5659","Montgomery","daphnia","pulex"
"5660","Montgomery","daphnia","pulex"
"5661","Montgomery","daphnia","pulex"
"5662","Montgomery","daphnia","pulex"
"5663","Montgomery","daphnia","pulex"
"5664","Montgomery","daphnia","pulex"
"5665","Montgomery","daphnia","pulex"
"5666","Montgomery","daphnia","pulex"
"5667","Montgomery","daphnia","pulex"
"5668","Montgomery","daphnia","pulex"
"5669","Montgomery","daphnia","pulex"
"5670","Montgomery","daphnia","pulex"
"5671","Montgomery","daphnia","pulex"
"5672","Montgomery","daphnia","pulex"
"5673","Montgomery","daphnia","pulex"
"5674","Montgomery","daphnia","pulex"
"5675","Montgomery","daphnia","pulex"
"5676","Montgomery","daphnia","pulex"
"5677","Montgomery","daphnia","pulex"
"5678","Montgomery","daphnia","pulex"
"5679","Montgomery","daphnia","pulex"
"5680","Montgomery","daphnia","pulex"
"5681","Montgomery","daphnia","pulex"
"5682","Montgomery","daphnia","pulex"
"5683","Montgomery","daphnia","pulex"
"5684","Montgomery","daphnia","pulex"
"5685","Montgomery","daphnia","pulex"
"5686","Montgomery","daphnia","pulex"
"5687","Montgomery","daphnia","pulex"
"5688","Montgomery","daphnia","pulex"
"5689","Montgomery","daphnia","pulex"
"5690","Montgomery","daphnia","pulex"
"5691","Montgomery","daphnia","pulex"
"5692","Montgomery","daphnia","pulex"
"5693","Montgomery","daphnia","pulex"
"5694","Montgomery","daphnia","pulex"
"5695","Montgomery","daphnia","pulex"
"5696","Montgomery","daphnia","pulex"
"5697","Montgomery","daphnia","pulex"
"5698","Montgomery","daphnia","pulex"
"5699","Montgomery","daphnia","pulex"
"5700","Montgomery","daphnia","pulex"
"5701","Montgomery","daphnia","pulex"
"5702","Montgomery","daphnia","pulex"
"5703","Montgomery","daphnia","pulex"
"5704","Montgomery","daphnia","pulex"
"5705","Montgomery","daphnia","pulex"
"5706","Montgomery","daphnia","pulex"
"5707","Montgomery","daphnia","pulex"
"5708","Montgomery","daphnia","pulex"
"5709","Montgomery","daphnia","pulex"
"5710","Montgomery","daphnia","pulex"
"5711","Montgomery","daphnia","pulex"
"5712","Montgomery","daphnia","pulex"
"5713","Montgomery","daphnia","pulex"
"5714","Montgomery","daphnia","pulex"
"5715","Montgomery","daphnia","pulex"
"5716","Montgomery","daphnia","pulex"
"5717","Montgomery","daphnia","pulex"
"5718","Montgomery","daphnia","pulex"
"5719","Montgomery","daphnia","pulex"
"5720","Montgomery","daphnia","pulex"
"5721","Montgomery","daphnia","pulex"
"5722","Montgomery","daphnia","pulex"
"5723","Montgomery","daphnia","pulex"
"5724","Montgomery","daphnia","pulex"
"5725","Montgomery","daphnia","pulex"
"5726","Montgomery","daphnia","pulex"
"5727","Montgomery","daphnia","pulex"
"5728","Montgomery","daphnia","pulex"
"5729","Montgomery","daphnia","pulex"
"5730","Montgomery","daphnia","pulex"
"5731","Montgomery","daphnia","pulex"
"5732","Montgomery","daphnia","pulex"
"5733","Montgomery","daphnia","pulex"
"5734","Montgomery","daphnia","pulex"
"5735","Montgomery","daphnia","pulex"
"5736","Montgomery","daphnia","pulex"
"5737","Montgomery","daphnia","pulex"
"5738","Montgomery","daphnia","pulex"
"5739","Montgomery","daphnia","pulex"
"5740","Montgomery","daphnia","pulex"
"5741","Montgomery","daphnia","pulex"
"5742","Montgomery","daphnia","pulex"
"5743","Montgomery","daphnia","pulex"
"5744","Montgomery","daphnia","pulex"
"5745","Montgomery","daphnia","pulex"
"5746","Montgomery","daphnia","pulex"
"5747","Montgomery","daphnia","pulex"
"5748","Montgomery","daphnia","pulex"
"5749","Montgomery","daphnia","pulex"
"5750","Montgomery","daphnia","pulex"
"5751","Montgomery","daphnia","pulex"
"5752","Montgomery","daphnia","pulex"
"5753","Montgomery","daphnia","pulex"
"5754","Montgomery","daphnia","pulex"
"5755","Montgomery","daphnia","pulex"
"5756","Montgomery","daphnia","pulex"
"5757","Montgomery","daphnia","pulex"
"5758","Montgomery","daphnia","pulex"
"5759","Montgomery","daphnia","pulex"
"5760","Montgomery","daphnia","pulex"
"5761","Montgomery","daphnia","pulex"
"5762","Montgomery","daphnia","pulex"
"5763","Montgomery","daphnia","pulex"
"5764","Montgomery","daphnia","pulex"
"5765","Montgomery","daphnia","pulex"
"5766","Montgomery","daphnia","pulex"
"5767","Montgomery","daphnia","pulex"
"5768","Montgomery","daphnia","pulex"
"5769","Montgomery","daphnia","pulex"
"5770","Montgomery","daphnia","pulex"
"5771","Montgomery","daphnia","pulex"
"5772","Montgomery","daphnia","pulex"
"5773","Montgomery","daphnia","pulex"
"5774","Montgomery","daphnia","pulex"
"5775","Montgomery","daphnia","pulex"
"5776","Montgomery","daphnia","pulex"
"5777","Montgomery","daphnia","pulex"
"5778","Montgomery","daphnia","pulex"
"5779","Montgomery","daphnia","pulex"
"5780","Montgomery","daphnia","pulex"
"5781","Montgomery","daphnia","pulex"
"5782","Montgomery","daphnia","pulex"
"5783","Montgomery","daphnia","pulex"
"5784","Montgomery","daphnia","pulex"
"5785","Montgomery","daphnia","pulex"
"5786","Montgomery","daphnia","pulex"
"5787","Montgomery","daphnia","pulex"
"5788","Montgomery","daphnia","pulex"
"5789","Montgomery","daphnia","pulex"
"5790","Montgomery","daphnia","pulex"
"5791","Montgomery","daphnia","pulex"
"5792","Montgomery","daphnia","pulex"
"5793","Montgomery","daphnia","pulex"
"5794","Montgomery","daphnia","pulex"
"5795","Montgomery","daphnia","pulex"
"5796","Montgomery","daphnia","pulex"
"5797","Montgomery","daphnia","pulex"
"5798","Montgomery","daphnia","pulex"
"5799","Montgomery","daphnia","pulex"
"5800","Montgomery","daphnia","pulex"
"5801","Montgomery","daphnia","pulex"
"5802","Montgomery","daphnia","pulex"
"5803","Montgomery","daphnia","pulex"
"5804","Montgomery","daphnia","pulex"
"5805","Montgomery","daphnia","pulex"
"5806","Montgomery","daphnia","pulex"
"5807","Montgomery","daphnia","pulex"
"5808","Montgomery","daphnia","pulex"
"5809","Montgomery","daphnia","pulex"
"5810","Montgomery","daphnia","pulex"
"5811","Montgomery","daphnia","pulex"
"5812","Montgomery","daphnia","pulex"
"5813","Montgomery","daphnia","pulex"
"5814","Montgomery","daphnia","pulex"
"5815","Montgomery","daphnia","pulex"
"5816","Montgomery","daphnia","pulex"
"5817","Montgomery","daphnia","pulex"
"5818","Montgomery","daphnia","pulex"
"5819","Montgomery","daphnia","pulex"
"5820","Montgomery","daphnia","pulex"
"5821","Montgomery","daphnia","pulex"
"5822","Montgomery","daphnia","pulex"
"5823","Montgomery","daphnia","pulex"
"5824","Montgomery","daphnia","pulex"
"5825","Montgomery","daphnia","pulex"
"5826","Montgomery","daphnia","pulex"
"5827","Montgomery","daphnia","pulex"
"5828","Montgomery","daphnia","pulex"
"5829","Montgomery","daphnia","pulex"
"5830","Montgomery","daphnia","pulex"
"5831","Montgomery","daphnia","pulex"
"5832","Montgomery","daphnia","pulex"
"5833","Montgomery","daphnia","pulex"
"5834","Montgomery","daphnia","pulex"
"5835","Montgomery","daphnia","pulex"
"5836","Montgomery","daphnia","pulex"
"5837","Montgomery","daphnia","pulex"
"5838","Montgomery","daphnia","pulex"
"5839","Montgomery","daphnia","pulex"
"5840","Montgomery","daphnia","pulex"
"5841","Montgomery","daphnia","pulex"
"5842","Montgomery","daphnia","pulex"
"5843","Montgomery","daphnia","pulex"
"5844","Montgomery","daphnia","pulex"
"5845","Montgomery","daphnia","pulex"
"5846","Montgomery","daphnia","pulex"
"5847","Montgomery","daphnia","pulex"
"5848","Montgomery","daphnia","pulex"
"5849","Montgomery","daphnia","pulex"
"5850","Montgomery","daphnia","pulex"
"5851","Montgomery","daphnia","pulex"
"5852","Montgomery","daphnia","pulex"
"5853","Montgomery","daphnia","pulex"
"5854","Montgomery","daphnia","pulex"
"5855","Montgomery","daphnia","pulex"
"5856","Montgomery","daphnia","pulex"
"5857","Montgomery","daphnia","pulex"
"5858","Montgomery","daphnia","pulex"
"5859","Montgomery","daphnia","pulex"
"5860","Montgomery","daphnia","pulex"
"5861","Montgomery","daphnia","pulex"
"5862","Montgomery","daphnia","pulex"
"5863","Montgomery","daphnia","pulex"
"5864","Montgomery","daphnia","pulex"
"5865","Montgomery","daphnia","pulex"
"5866","Montgomery","daphnia","pulex"
"5867","Montgomery","daphnia","pulex"
"5868","Montgomery","daphnia","pulex"
"5869","Montgomery","daphnia","pulex"
"5870","Montgomery","daphnia","pulex"
"5871","Montgomery","daphnia","pulex"
"5872","Montgomery","daphnia","pulex"
"5873","Montgomery","daphnia","pulex"
"5874","Montgomery","daphnia","pulex"
"5875","Montgomery","daphnia","pulex"
"5876","Montgomery","daphnia","pulex"
"5877","Montgomery","daphnia","pulex"
"5878","Montgomery","daphnia","pulex"
"5879","Montgomery","daphnia","pulex"
"5880","Montgomery","daphnia","pulex"
"5881","Montgomery","daphnia","pulex"
"5882","Montgomery","daphnia","pulex"
"5883","Montgomery","daphnia","pulex"
"5884","Montgomery","daphnia","pulex"
"5885","Montgomery","daphnia","pulex"
"5886","Montgomery","daphnia","pulex"
"5887","Montgomery","daphnia","pulex"
"5888","Montgomery","daphnia","pulex"
"5889","Montgomery","daphnia","pulex"
"5890","Montgomery","daphnia","pulex"
"5891","Montgomery","daphnia","pulex"
"5892","Montgomery","daphnia","pulex"
"5893","Montgomery","daphnia","pulex"
"5894","Montgomery","daphnia","pulex"
"5895","Montgomery","daphnia","pulex"
"5896","Montgomery","daphnia","pulex"
"5897","Montgomery","daphnia","pulex"
"5898","Montgomery","daphnia","pulex"
"5899","Montgomery","daphnia","pulex"
"5900","Montgomery","daphnia","pulex"
"5901","Montgomery","daphnia","pulex"
"5902","Montgomery","daphnia","pulex"
"5903","Montgomery","daphnia","pulex"
"5904","Montgomery","daphnia","pulex"
"5905","Montgomery","daphnia","pulex"
"5906","Montgomery","daphnia","pulex"
"5907","Montgomery","daphnia","pulex"
"5908","Montgomery","daphnia","pulex"
"5909","Montgomery","daphnia","pulex"
"5910","Montgomery","daphnia","pulex"
"5911","Montgomery","daphnia","pulex"
"5912","Montgomery","daphnia","pulex"
"5913","Montgomery","daphnia","pulex"
"5914","Montgomery","daphnia","pulex"
"5915","Montgomery","daphnia","pulex"
"5916","Montgomery","daphnia","pulex"
"5917","Montgomery","daphnia","pulex"
"5918","Montgomery","daphnia","pulex"
"5919","Montgomery","daphnia","pulex"
"5920","Montgomery","daphnia","pulex"
"5921","Montgomery","daphnia","pulex"
"5922","Montgomery","daphnia","pulex"
"5923","Montgomery","daphnia","pulex"
"5924","Montgomery","daphnia","pulex"
"5925","Montgomery","daphnia","pulex"
"5926","Montgomery","daphnia","pulex"
"5927","Montgomery","daphnia","pulex"
"5928","Montgomery","daphnia","pulex"
"5929","Montgomery","daphnia","pulex"
"5930","Montgomery","daphnia","pulex"
"5931","Montgomery","daphnia","pulex"
"5932","Montgomery","daphnia","pulex"
"5933","Montgomery","daphnia","pulex"
"5934","Montgomery","daphnia","pulex"
"5935","Montgomery","daphnia","pulex"
"5936","Montgomery","daphnia","pulex"
"5937","Montgomery","daphnia","pulex"
"5938","Montgomery","daphnia","pulex"
"5939","Montgomery","daphnia","pulex"
"5940","Montgomery","daphnia","pulex"
"5941","Montgomery","daphnia","pulex"
"5942","Montgomery","daphnia","pulex"
"5943","Montgomery","daphnia","pulex"
"5944","Montgomery","daphnia","pulex"
"5945","Montgomery","daphnia","pulex"
"5946","Montgomery","daphnia","pulex"
"5947","Montgomery","daphnia","pulex"
"5948","Montgomery","daphnia","pulex"
"5949","Montgomery","daphnia","pulex"
"5950","Montgomery","daphnia","pulex"
"5951","Montgomery","daphnia","pulex"
"5952","Montgomery","daphnia","pulex"
"5953","Montgomery","daphnia","pulex"
"5954","Montgomery","daphnia","pulex"
"5955","Montgomery","daphnia","pulex"
"5956","Montgomery","daphnia","pulex"
"5957","Montgomery","daphnia","pulex"
"5958","Montgomery","daphnia","pulex"
"5959","Montgomery","daphnia","pulex"
"5960","Montgomery","daphnia","pulex"
"5961","Montgomery","daphnia","pulex"
"5962","Montgomery","daphnia","pulex"
"5963","Montgomery","daphnia","pulex"
"5964","Montgomery","daphnia","pulex"
"5965","Montgomery","daphnia","pulex"
"5966","Montgomery","daphnia","pulex"
"5967","Montgomery","daphnia","pulex"
"5968","Montgomery","daphnia","pulex"
"5969","Montgomery","daphnia","pulex"
"5970","Montgomery","daphnia","pulex"
"5971","Montgomery","daphnia","pulex"
"5972","Montgomery","daphnia","pulex"
"5973","Montgomery","daphnia","pulex"
"5974","Montgomery","daphnia","pulex"
"5975","Montgomery","daphnia","pulex"
"5976","Montgomery","daphnia","pulex"
"5977","Montgomery","daphnia","pulex"
"5978","Montgomery","daphnia","pulex"
"5979","Montgomery","daphnia","pulex"
"5980","Montgomery","daphnia","pulex"
"5981","Montgomery","daphnia","pulex"
"5982","Montgomery","daphnia","pulex"
"5983","Montgomery","daphnia","pulex"
"5984","Montgomery","daphnia","pulex"
"5985","Montgomery","daphnia","pulex"
"5986","Montgomery","daphnia","pulex"
"5987","Montgomery","daphnia","pulex"
"5988","Montgomery","daphnia","pulex"
"5989","Montgomery","daphnia","pulex"
"5990","Montgomery","daphnia","pulex"
"5991","Montgomery","daphnia","pulex"
"5992","Montgomery","daphnia","pulex"
"5993","Montgomery","daphnia","pulex"
"5994","Montgomery","daphnia","pulex"
"5995","Montgomery","daphnia","pulex"
"5996","Montgomery","daphnia","pulex"
"5997","Montgomery","daphnia","pulex"
"5998","Montgomery","daphnia","pulex"
"5999","Montgomery","daphnia","pulex"
"6000","Montgomery","daphnia","pulex"
"6001","Montgomery","daphnia","pulex"
"6002","Montgomery","daphnia","pulex"
"6003","Montgomery","daphnia","pulex"
"6004","Montgomery","daphnia","pulex"
"6005","Montgomery","daphnia","pulex"
"6006","Montgomery","daphnia","pulex"
"6007","Montgomery","daphnia","pulex"
"6008","Montgomery","daphnia","pulex"
"6009","Montgomery","daphnia","pulex"
"6010","Montgomery","daphnia","pulex"
"6011","Montgomery","daphnia","pulex"
"6012","Montgomery","daphnia","pulex"
"6013","Montgomery","daphnia","pulex"
"6014","Montgomery","daphnia","pulex"
"6015","Montgomery","daphnia","pulex"
"6016","Montgomery","daphnia","pulex"
"6017","Montgomery","daphnia","pulex"
"6018","Montgomery","daphnia","pulex"
"6019","Montgomery","daphnia","pulex"
"6020","Montgomery","daphnia","pulex"
"6021","Montgomery","daphnia","pulex"
"6022","Montgomery","daphnia","pulex"
"6023","Montgomery","daphnia","pulex"
"6024","Montgomery","daphnia","pulex"
"6025","Montgomery","daphnia","pulex"
"6026","Montgomery","daphnia","pulex"
"6027","Montgomery","daphnia","pulex"
"6028","Montgomery","daphnia","pulex"
"6029","Montgomery","daphnia","pulex"
"6030","Montgomery","daphnia","magna"
"6031","Montgomery","daphnia","magna"
"6032","Montgomery","daphnia","magna"
"6033","Montgomery","daphnia","magna"
"6034","Montgomery","daphnia","magna"
"6035","Montgomery","daphnia","magna"
"6036","Montgomery","daphnia","magna"
"6037","Montgomery","daphnia","magna"
"6038","Montgomery","daphnia","magna"
"6039","Montgomery","daphnia","magna"
"6040","Montgomery","daphnia","magna"
"6041","Montgomery","daphnia","magna"
"6042","Montgomery","daphnia","magna"
"6043","Montgomery","daphnia","magna"
"6044","Montgomery","daphnia","magna"
"6045","Montgomery","daphnia","magna"
"6046","Montgomery","daphnia","magna"
"6047","Montgomery","daphnia","magna"
"6048","Montgomery","daphnia","magna"
"6049","Montgomery","daphnia","magna"
"6050","Montgomery","daphnia","magna"
"6051","Montgomery","daphnia","magna"
"6052","Montgomery","daphnia","magna"
"6053","Montgomery","daphnia","magna"
"6054","Montgomery","daphnia","magna"
"6055","Montgomery","daphnia","magna"
"6056","Montgomery","daphnia","magna"
"6057","Montgomery","daphnia","magna"
"6058","Montgomery","daphnia","magna"
"6059","Montgomery","daphnia","magna"
"6060","Montgomery","daphnia","magna"
"6061","Montgomery","daphnia","magna"
"6062","Montgomery","daphnia","magna"
"6063","Montgomery","daphnia","magna"
"6064","Montgomery","daphnia","magna"
"6065","Montgomery","daphnia","magna"
"6066","Montgomery","daphnia","magna"
"6067","Montgomery","daphnia","magna"
"6068","Montgomery","daphnia","magna"
"6069","Montgomery","daphnia","magna"
"6070","Montgomery","daphnia","magna"
"6071","Montgomery","daphnia","magna"
"6072","Montgomery","daphnia","magna"
"6073","Montgomery","daphnia","magna"
"6074","Montgomery","daphnia","magna"
"6075","Montgomery","daphnia","magna"
"6076","Montgomery","daphnia","magna"
"6077","Montgomery","daphnia","magna"
"6078","Montgomery","daphnia","magna"
"6079","Montgomery","daphnia","magna"
"6080","Montgomery","daphnia","magna"
"6081","Montgomery","daphnia","magna"
"6082","Montgomery","daphnia","magna"
"6083","Montgomery","daphnia","magna"
"6084","Montgomery","daphnia","magna"
"6085","Montgomery","daphnia","magna"
"6086","Montgomery","daphnia","magna"
"6087","Montgomery","daphnia","magna"
"6088","Montgomery","daphnia","magna"
"6089","Montgomery","daphnia","magna"
"6090","Montgomery","daphnia","magna"
"6091","Montgomery","daphnia","magna"
"6092","Montgomery","daphnia","magna"
"6093","Montgomery","daphnia","magna"
"6094","Montgomery","daphnia","magna"
"6095","Montgomery","daphnia","magna"
"6096","Montgomery","daphnia","magna"
"6097","Montgomery","daphnia","magna"
"6098","Montgomery","daphnia","magna"
"6099","Montgomery","daphnia","magna"
"6100","Montgomery","daphnia","magna"
"6101","Montgomery","daphnia","magna"
"6102","Montgomery","daphnia","magna"
"6103","Montgomery","daphnia","magna"
"6104","Montgomery","daphnia","magna"
"6105","Montgomery","daphnia","magna"
"6106","Montgomery","daphnia","magna"
"6107","Montgomery","daphnia","magna"
"6108","Montgomery","daphnia","magna"
"6109","Montgomery","daphnia","magna"
"6110","Montgomery","daphnia","magna"
"6111","Montgomery","daphnia","magna"
"6112","Montgomery","daphnia","magna"
"6113","Montgomery","daphnia","magna"
"6114","Montgomery","daphnia","magna"
"6115","Montgomery","daphnia","magna"
"6116","Montgomery","daphnia","magna"
"6117","Montgomery","daphnia","magna"
"6118","Montgomery","daphnia","magna"
"6119","Montgomery","daphnia","magna"
"6120","Montgomery","daphnia","magna"
"6121","Montgomery","daphnia","magna"
"6122","Montgomery","daphnia","magna"
"6123","Montgomery","daphnia","magna"
"6124","Montgomery","daphnia","magna"
"6125","Montgomery","daphnia","magna"
"6126","Montgomery","daphnia","magna"
"6127","Montgomery","daphnia","magna"
"6128","Montgomery","daphnia","magna"
"6129","Montgomery","daphnia","magna"
"6130","Montgomery","daphnia","magna"
"6131","Montgomery","daphnia","magna"
"6132","Montgomery","daphnia","magna"
"6133","Montgomery","daphnia","magna"
"6134","Montgomery","daphnia","magna"
"6135","Montgomery","daphnia","magna"
"6136","Montgomery","daphnia","magna"
"6137","Montgomery","daphnia","magna"
"6138","Montgomery","daphnia","magna"
"6139","Montgomery","daphnia","magna"
"6140","Montgomery","daphnia","magna"
"6141","Montgomery","daphnia","magna"
"6142","Montgomery","daphnia","magna"
"6143","Montgomery","daphnia","magna"
"6144","Montgomery","daphnia","magna"
"6145","Montgomery","daphnia","magna"
"6146","Montgomery","daphnia","magna"
"6147","Montgomery","daphnia","magna"
"6148","Montgomery","daphnia","magna"
"6149","Montgomery","daphnia","magna"
"6150","Montgomery","daphnia","magna"
"6151","Montgomery","daphnia","magna"
"6152","Montgomery","daphnia","magna"
"6153","Montgomery","daphnia","magna"
"6154","Montgomery","daphnia","magna"
"6155","Montgomery","daphnia","magna"
"6156","Montgomery","daphnia","magna"
"6157","Montgomery","daphnia","magna"
"6158","Montgomery","daphnia","magna"
"6159","Montgomery","daphnia","magna"
"6160","Montgomery","daphnia","magna"
"6161","Montgomery","daphnia","magna"
"6162","Montgomery","daphnia","magna"
"6163","Montgomery","daphnia","magna"
"6164","Montgomery","daphnia","magna"
"6165","Montgomery","daphnia","magna"
"6166","Montgomery","daphnia","magna"
"6167","Montgomery","daphnia","magna"
"6168","Montgomery","daphnia","magna"
"6169","Montgomery","daphnia","magna"
"6170","Montgomery","daphnia","magna"
"6171","Montgomery","daphnia","magna"
"6172","Montgomery","daphnia","magna"
"6173","Montgomery","daphnia","magna"
"6174","Montgomery","daphnia","magna"
"6175","Montgomery","daphnia","magna"
"6176","Montgomery","daphnia","magna"
"6177","Montgomery","daphnia","magna"
"6178","Montgomery","daphnia","magna"
"6179","Montgomery","daphnia","magna"
"6180","Montgomery","daphnia","magna"
"6181","Montgomery","daphnia","magna"
"6182","Montgomery","daphnia","magna"
"6183","Montgomery","daphnia","magna"
"6184","Montgomery","daphnia","magna"
"6185","Montgomery","daphnia","magna"
"6186","Montgomery","daphnia","magna"
"6187","Montgomery","daphnia","magna"
"6188","Montgomery","daphnia","magna"
"6189","Montgomery","daphnia","magna"
"6190","Montgomery","daphnia","magna"
"6191","Montgomery","daphnia","magna"
"6192","Montgomery","daphnia","magna"
"6193","Montgomery","daphnia","magna"
"6194","Montgomery","daphnia","magna"
"6195","Montgomery","daphnia","magna"
"6196","Montgomery","daphnia","magna"
"6197","Montgomery","daphnia","magna"
"6198","Montgomery","daphnia","magna"
"6199","Montgomery","daphnia","magna"
"6200","Montgomery","daphnia","magna"
"6201","Montgomery","daphnia","magna"
"6202","Montgomery","daphnia","magna"
"6203","Montgomery","daphnia","magna"
"6204","Montgomery","daphnia","magna"
"6205","Montgomery","daphnia","magna"
"6206","Montgomery","daphnia","magna"
"6207","Montgomery","daphnia","magna"
"6208","Montgomery","daphnia","magna"
"6209","Montgomery","daphnia","magna"
"6210","Montgomery","daphnia","magna"
"6211","Montgomery","daphnia","magna"
"6212","Montgomery","daphnia","magna"
"6213","Montgomery","daphnia","magna"
"6214","Montgomery","daphnia","magna"
"6215","Montgomery","daphnia","magna"
"6216","Montgomery","daphnia","magna"
"6217","Montgomery","daphnia","magna"
"6218","Montgomery","daphnia","magna"
"6219","Montgomery","daphnia","magna"
"6220","Montgomery","daphnia","magna"
"6221","Montgomery","daphnia","magna"
"6222","Montgomery","daphnia","magna"
"6223","Montgomery","daphnia","magna"
"6224","Montgomery","daphnia","magna"
"6225","Montgomery","daphnia","magna"
"6226","Montgomery","daphnia","magna"
"6227","Montgomery","daphnia","magna"
"6228","Montgomery","daphnia","magna"
"6229","Montgomery","daphnia","magna"
"6230","Montgomery","daphnia","magna"
"6231","Montgomery","daphnia","magna"
"6232","Montgomery","daphnia","magna"
"6233","Montgomery","daphnia","magna"
"6234","Montgomery","daphnia","magna"
"6235","Montgomery","daphnia","magna"
"6236","Montgomery","daphnia","magna"
"6237","Montgomery","daphnia","magna"
"6238","Montgomery","daphnia","magna"
"6239","Montgomery","daphnia","magna"
"6240","Montgomery","daphnia","magna"
"6241","Montgomery","daphnia","magna"
"6242","Montgomery","daphnia","magna"
"6243","Montgomery","daphnia","magna"
"6244","Montgomery","daphnia","magna"
"6245","Montgomery","daphnia","magna"
"6246","Montgomery","daphnia","magna"
"6247","Montgomery","daphnia","magna"
"6248","Montgomery","daphnia","magna"
"6249","Montgomery","daphnia","magna"
"6250","Montgomery","daphnia","magna"
"6251","Montgomery","daphnia","magna"
"6252","Montgomery","daphnia","magna"
"6253","Montgomery","daphnia","magna"
"6254","Montgomery","daphnia","magna"
"6255","Montgomery","daphnia","magna"
"6256","Montgomery","daphnia","magna"
"6257","Montgomery","daphnia","magna"
"6258","Montgomery","daphnia","magna"
"6259","Montgomery","daphnia","magna"
"6260","Montgomery","daphnia","magna"
"6261","Montgomery","daphnia","magna"
"6262","Montgomery","daphnia","magna"
"6263","Montgomery","daphnia","magna"
"6264","Montgomery","daphnia","magna"
"6265","Montgomery","daphnia","magna"
"6266","Montgomery","daphnia","magna"
"6267","Montgomery","daphnia","magna"
"6268","Montgomery","daphnia","magna"
"6269","Montgomery","daphnia","magna"
"6270","Montgomery","daphnia","magna"
"6271","Montgomery","daphnia","magna"
"6272","Montgomery","daphnia","magna"
"6273","Montgomery","daphnia","magna"
"6274","Montgomery","daphnia","magna"
"6275","Montgomery","daphnia","magna"
"6276","Montgomery","daphnia","magna"
"6277","Montgomery","daphnia","mendotea"
"6278","Montgomery","daphnia","mendotea"
"6279","Montgomery","daphnia","mendotea"
"6280","Montgomery","daphnia","mendotea"
"6281","Montgomery","daphnia","mendotea"
"6282","Montgomery","daphnia","mendotea"
"6283","Montgomery","daphnia","mendotea"
"6284","Montgomery","daphnia","mendotea"
"6285","Montgomery","daphnia","mendotea"
"6286","Montgomery","daphnia","mendotea"
"6287","Montgomery","daphnia","mendotea"
"6288","Montgomery","daphnia","mendotea"
"6289","Montgomery","daphnia","mendotea"
"6290","Montgomery","daphnia","mendotea"
"6291","Montgomery","daphnia","mendotea"
"6292","Montgomery","daphnia","mendotea"
"6293","Montgomery","daphnia","mendotea"
"6294","Montgomery","daphnia","mendotea"
"6295","Montgomery","daphnia","mendotea"
"6296","Montgomery","daphnia","mendotea"
"6297","Montgomery","daphnia","mendotea"
"6298","Montgomery","daphnia","mendotea"
"6299","Montgomery","ceriodaphnia","sp"
"6300","Montgomery","ceriodaphnia","sp"
"6301","Montgomery","ceriodaphnia","sp"
"6302","Montgomery","ceriodaphnia","sp"
"6303","Montgomery","ceriodaphnia","sp"
"6304","Montgomery","ceriodaphnia","sp"
"6305","Montgomery","ceriodaphnia","sp"
"6306","Montgomery","ceriodaphnia","sp"
"6307","Montgomery","ceriodaphnia","sp"
"6308","Montgomery","ceriodaphnia","sp"
"6309","Montgomery","ceriodaphnia","sp"
"6310","Montgomery","ceriodaphnia","sp"
"6311","Montgomery","ceriodaphnia","sp"
"6312","Montgomery","ceriodaphnia","sp"
"6313","Montgomery","ceriodaphnia","sp"
"6314","Montgomery","ceriodaphnia","sp"
"6315","Montgomery","ceriodaphnia","sp"
"6316","Montgomery","ceriodaphnia","sp"
"6317","Montgomery","ceriodaphnia","sp"
"6318","Montgomery","ceriodaphnia","sp"
"6319","Montgomery","ceriodaphnia","sp"
"6320","Montgomery","ceriodaphnia","sp"
"6321","Montgomery","ceriodaphnia","sp"
"6322","Montgomery","ceriodaphnia","sp"
"6323","Montgomery","ceriodaphnia","sp"
"6324","Montgomery","ceriodaphnia","sp"
"6325","Montgomery","ceriodaphnia","sp"
"6326","Montgomery","ceriodaphnia","sp"
"6327","Montgomery","ceriodaphnia","sp"
"6328","Montgomery","ceriodaphnia","sp"
"6329","Montgomery","ceriodaphnia","sp"
"6330","Montgomery","ceriodaphnia","sp"
"6331","Montgomery","ceriodaphnia","sp"
"6332","Montgomery","ceriodaphnia","sp"
"6333","Montgomery","ceriodaphnia","sp"
"6334","Montgomery","ceriodaphnia","sp"
"6335","Montgomery","ceriodaphnia","sp"
"6336","Montgomery","ceriodaphnia","sp"
"6337","Montgomery","ceriodaphnia","sp"
"6338","Montgomery","ceriodaphnia","sp"
"6339","Montgomery","ceriodaphnia","sp"
"6340","Montgomery","ceriodaphnia","sp"
"6341","Montgomery","ceriodaphnia","sp"
"6342","Montgomery","ceriodaphnia","sp"
"6343","Montgomery","ceriodaphnia","sp"
"6344","Montgomery","ceriodaphnia","sp"
"6345","Montgomery","ceriodaphnia","sp"
